Distance(miles);Speed (m/s)
15.4233166608;66.60896
15.4249777719;66.60896
15.426638883;67.056
15.4282999941;66.60896
15.4299666608;67.056
15.4316333274;67.056
15.4332999941;67.056
15.4349666608;67.056
15.4366333274;67.056
15.4382999941;67.056
15.4399666608;67.056
15.4416333274;67.056
15.4432999941;67.056
15.4449666608;67.056
15.4466333274;67.056
15.4482999941;67.056
15.4499666608;67.056
15.4516333274;67.056
15.4532944385;67.056
15.4549499941;66.60896
15.4566055497;66.60896
15.4582611052;66.60896
15.4599166608;66.60896
15.4615722163;66.60896
15.4632277719;66.60896
15.4648833274;66.60896
15.4665333274;66.60896
15.4681777719;66.16192
15.4698166608;66.16192
15.4714499941;65.71488
15.4730777719;65.71488
15.4746944385;65.26784
15.4763055496;64.8208
15.4779166608;64.8208
15.4795222163;64.8208
15.4811222163;64.37376
15.4827222163;64.37376
15.4843166608;64.37376
15.4859055496;63.92672
15.487488883;63.92672
15.4890666608;63.47968
15.4906444385;63.47968
15.4922166607;63.47968
15.4937833274;63.03264
15.4953444385;63.03264
15.4968999941;62.5856
15.4984555496;62.5856
15.5000111052;62.5856
15.5015611052;62.5856
15.5030999941;62.13856
15.5046277719;61.69152
15.5061499941;61.24448
15.5076666607;61.24448
15.5091777719;60.79744
15.5106833274;60.79744
15.5121833274;60.3504
15.5136833274;60.3504
15.5151833274;60.3504
15.5166833274;60.3504
15.5181833274;60.3504
15.5196833274;60.3504
15.5211833274;60.3504
15.5226833274;60.3504
15.5241833274;60.3504
15.525688883;60.3504
15.5271999941;60.79744
15.5287111052;60.79744
15.5302222163;60.79744
15.5317333274;60.79744
15.5332444385;60.79744
15.5347555496;60.79744
15.5362722163;60.79744
15.5377944385;61.24448
15.5393166607;61.24448
15.540838883;61.24448
15.5423666607;61.24448
15.5438999941;61.69152
15.5454333274;61.69152
15.5469666607;61.69152
15.5484999941;61.69152
15.5500388829;61.69152
15.5515833274;62.13856
15.5531277718;62.13856
15.5546722163;62.13856
15.5562222163;62.13856
15.5577777718;62.5856
15.5593333274;62.5856
15.5608888829;62.5856
15.5624444385;62.5856
15.5639999941;62.5856
15.5655611052;62.5856
15.5671277718;63.03264
15.5686944385;63.03264
15.5702611052;63.03264
15.5718277718;63.03264
15.5733944385;63.03264
15.5749666607;63.03264
15.5765444385;63.47968
15.5781222163;63.47968
15.579699994;63.47968
15.5812833274;63.47968
15.5828722163;63.92672
15.5844611052;63.92672
15.586049994;63.92672
15.5876388829;63.92672
15.5892277718;63.92672
15.5908166607;63.92672
15.5924111052;63.92672
15.5940111052;64.37376
15.5956111052;64.37376
15.5972111052;64.37376
15.5988111052;64.37376
15.6004166607;64.37376
15.6020277718;64.8208
15.6036388829;64.8208
15.605249994;64.8208
15.6068611052;64.8208
15.6084722163;64.8208
15.6100888829;64.8208
15.6117111051;65.26784
15.6133333274;65.26784
15.6149555496;65.26784
15.6165777718;65.26784
15.618199994;65.26784
15.6198277718;65.26784
15.6214611051;65.71488
15.6230944385;65.71488
15.6247277718;65.71488
15.6263611051;65.71488
15.6279944385;65.71488
15.6296333274;65.71488
15.6312777718;66.16192
15.6329222163;66.16192
15.6345722163;66.16192
15.6362277718;66.60896
15.6378833274;66.60896
15.6395388829;66.60896
15.6411944385;66.60896
15.642849994;66.60896
15.6445055496;66.60896
15.6461611051;66.60896
15.6478166607;66.60896
15.6494722162;66.60896
15.6511333274;66.60896
15.652799994;67.056
15.6544666607;67.056
15.6561333274;67.056
15.657799994;67.056
15.6594666607;67.056
15.6611388829;67.056
15.6628166607;67.50304
15.6644944385;67.50304
15.6661722162;67.50304
15.667849994;67.50304
15.6695277718;67.50304
15.6712055496;67.50304
15.6728888829;67.50304
15.6745777718;67.95008
15.6762666607;67.95008
15.6779555496;67.95008
15.6796444385;67.95008
15.6813333273;67.95008
15.6830222162;67.95008
15.6847166607;67.95008
15.6864166607;68.39712
15.6881166607;68.39712
15.6898166607;68.39712
15.6915166607;68.39712
15.6932166607;68.39712
15.6949166607;68.39712
15.6966222162;68.39712
15.6983333273;68.84416
15.7000444384;68.84416
15.7017555496;68.84416
15.7034666607;68.84416
15.7051777718;68.84416
15.7068888829;68.84416
15.708599994;68.84416
15.7103111051;68.84416
15.7120277718;68.84416
15.713749994;69.2912
15.7154722162;69.2912
15.7171944384;69.2912
15.7189166607;69.2912
15.7206388829;69.2912
15.7223611051;69.2912
15.7240833273;69.2912
15.7258055495;69.2912
15.7275333273;69.2912
15.7292666607;69.73824
15.7309944384;69.73824
15.7327222162;69.2912
15.7344555495;69.73824
15.7361888829;69.73824
15.7379222162;69.73824
15.7396555495;69.73824
15.7413888829;69.73824
15.7431277718;69.73824
15.7448722162;70.18528
15.7466166607;70.18528
15.7483611051;70.18528
15.7501055495;70.18528
15.751849994;70.18528
15.7535944384;70.18528
15.7553388829;70.18528
15.7570833273;70.18528
15.7588277718;70.18528
15.7605722162;70.18528
15.7623222162;70.18528
15.7640777718;70.63232
15.7658388829;70.63232
15.767599994;71.07936
15.7693555495;70.63232
15.7711111051;70.63232
15.7728666606;70.63232
15.7746277718;70.63232
15.7763944384;71.07936
15.7781611051;71.07936
15.7799277718;71.07936
15.7816944384;71.07936
15.7834555495;71.07936
15.7852055495;70.63232
15.786949994;70.18528
15.7886944384;70.18528
15.7904388829;70.18528
15.7921833273;70.18528
15.7939277717;70.18528
15.7956722162;70.18528
15.7974111051;70.18528
15.7991444384;69.73824
15.8008777717;69.73824
15.8026111051;69.73824
15.8043444384;69.73824
15.8060777717;69.73824
15.8078055495;69.73824
15.8095277717;69.2912
15.811249994;69.2912
15.8129666606;69.2912
15.8146777717;68.84416
15.8163888828;68.84416
15.818099994;68.84416
15.8198111051;68.84416
15.8215166606;68.84416
15.8232166606;68.39712
15.8249166606;68.39712
15.8266166606;68.39712
15.8283166606;68.39712
15.8300166606;68.39712
15.8317166606;68.39712
15.8334166606;68.39712
15.8351166606;68.39712
15.8368166606;68.39712
15.8385166606;68.39712
15.8402166606;68.39712
15.8419166606;68.39712
15.8436166606;68.39712
15.8453166606;68.39712
15.8470166606;68.39712
15.8487166606;68.39712
15.8504166606;68.39712
15.8521222162;68.39712
15.8538333273;68.84416
15.8555444384;68.84416
15.8572555495;68.84416
15.8589666606;68.84416
15.8606777717;68.84416
15.8623888828;68.84416
15.8640999939;68.84416
15.8658111051;68.84416
15.8675222162;68.84416
15.8692333273;68.84416
15.8709444384;68.84416
15.8726555495;68.84416
15.8743666606;68.84416
15.8760777717;68.84416
15.8777888828;68.84416
15.8794999939;68.84416
15.881211105;68.84416
15.8829222162;68.84416
15.8846333273;68.84416
15.8863444384;68.84416
15.8880555495;68.84416
15.8897666606;68.84416
15.8914777717;68.84416
15.8931888828;68.84416
15.8948999939;68.84416
15.896611105;68.84416
15.8983222161;68.84416
15.9000333273;68.84416
15.9017444384;68.84416
15.9034555495;68.84416
15.9051666606;68.84416
15.9068777717;68.84416
15.9085888828;68.84416
15.9102999939;68.84416
15.912011105;68.84416
15.9137222161;68.84416
15.9154388828;68.84416
15.917161105;69.2912
15.9188833273;69.2912
15.9206055495;69.2912
15.9223277717;69.2912
15.9240499939;69.2912
15.9257722161;69.2912
15.9274944384;69.2912
15.9292166606;69.2912
15.9309444384;69.2912
15.9326777717;69.73824
15.934411105;69.73824
15.9361444384;69.73824
15.9378777717;69.73824
15.9396166606;69.73824
15.941361105;70.18528
15.9431055495;70.18528
15.9448499939;70.18528
15.9465888828;70.18528
15.9483222161;69.73824
15.9500499939;69.73824
15.9517722161;69.2912
15.9534944384;69.2912
15.955211105;69.2912
15.9569222161;68.84416
15.9586277717;68.84416
15.9603277717;68.39712
15.9620222161;68.39712
15.9637055495;67.95008
15.9653833272;67.50304
15.9670555495;67.50304
15.9687166606;67.056
15.9703722161;66.60896
15.9720222161;66.60896
15.9736666606;66.16192
15.9753055495;66.16192
15.9769388828;65.71488
15.9785666606;65.71488
15.9801888828;65.26784
15.9818055495;65.26784
15.983411105;64.8208
15.985011105;64.37376
15.9866055494;64.37376
15.9881944383;63.92672
15.9897777717;63.92672
15.9913499939;63.47968
15.9929166606;63.03264
15.9944777717;63.03264
15.9960277717;62.5856
15.9975722161;62.13856
15.9991166606;62.13856
16.0006555494;62.13856
16.0021833272;61.69152
16.0037055494;61.24448
16.0052222161;61.24448
16.0067333272;60.79744
16.0082388828;60.79744
16.0097388828;60.3504
16.0112333272;60.3504
16.0127222161;59.90336
16.014211105;59.90336
16.0156999939;59.90336
16.0171833272;59.90336
16.018661105;59.45632
16.0201388828;59.45632
16.021611105;59.45632
16.0230777717;59.00928
16.0245388828;59.00928
16.0259944383;58.56224
16.0274444383;58.56224
16.0288888828;58.1152
16.0303333272;58.1152
16.0317722161;58.1152
16.0331999939;57.66816
16.0346222161;57.22112
16.0360444383;57.22112
16.037461105;57.22112
16.0388722161;56.77408
16.0402777717;56.77408
16.0416777717;56.32704
16.0430722161;56.32704
16.044461105;55.88
16.0458499939;55.88
16.0472333272;55.88
16.048611105;55.43296
16.0499833272;55.43296
16.0513499939;54.98592
16.0527166605;54.98592
16.0540833272;54.98592
16.0554499939;54.98592
16.0568166605;54.98592
16.0581777716;54.98592
16.0595333272;54.53888
16.0608888828;54.53888
16.0622444383;54.53888
16.0635999939;54.53888
16.0649555494;54.53888
16.066311105;54.53888
16.0676666605;54.53888
16.0690222161;54.53888
16.0703777716;54.53888
16.0717333272;54.53888
16.0730888827;54.53888
16.0744499939;54.53888
16.0758166605;54.98592
16.0771833272;54.98592
16.0785499939;54.98592
16.0799166605;54.98592
16.0812833272;54.98592
16.0826555494;54.98592
16.0840333272;55.43296
16.085411105;55.43296
16.0867888827;55.43296
16.0881722161;55.43296
16.089561105;55.88
16.0909499939;55.88
16.0923444383;55.88
16.0937444383;56.32704
16.0951444383;56.32704
16.0965444383;56.32704
16.0979499939;56.32704
16.099361105;56.77408
16.1007777716;56.77408
16.1021999938;57.22112
16.1036222161;57.22112
16.1050444383;57.22112
16.1064666605;57.22112
16.1078888827;57.22112
16.1093166605;57.22112
16.1107555494;57.66816
16.1121999938;58.1152
16.1136444383;58.1152
16.1150944383;58.1152
16.1165499938;58.56224
16.1180055494;58.56224
16.119461105;58.56224
16.1209222161;58.56224
16.1223888827;59.00928
16.1238555494;59.00928
16.1253277716;59.00928
16.1268055494;59.45632
16.1282833272;59.45632
16.129761105;59.45632
16.1312444383;59.45632
16.1327333272;59.90336
16.1342222161;59.90336
16.1357166605;59.90336
16.1372166605;60.3504
16.1387166605;60.3504
16.1402166605;60.3504
16.1417222161;60.3504
16.1432333272;60.79744
16.1447444383;60.79744
16.1462555494;60.79744
16.1477666605;60.79744
16.1492833272;60.79744
16.1508055494;61.24448
16.1523277716;61.24448
16.1538555494;61.24448
16.1553888827;61.69152
16.1569222161;61.69152
16.1584555494;61.69152
16.1599888827;61.69152
16.161522216;61.69152
16.1630611049;61.69152
16.1646055494;62.13856
16.1661499938;62.13856
16.1676999938;62.13856
16.1692555494;62.5856
16.1708111049;62.5856
16.1723666605;62.5856
16.1739277716;62.5856
16.1754944383;63.03264
16.1770611049;63.03264
16.1786277716;63.03264
16.1801944383;63.03264
16.1817666605;63.03264
16.1833444383;63.47968
16.184922216;63.47968
16.1864999938;63.47968
16.1880833272;63.47968
16.189672216;63.92672
16.1912611049;63.92672
16.1928499938;63.92672
16.1944388827;63.92672
16.1960333271;63.92672
16.1976333271;64.37376
16.1992333271;64.37376
16.2008333271;64.37376
16.2024333271;64.37376
16.2040388827;64.37376
16.2056499938;64.8208
16.2072611049;64.8208
16.208872216;64.8208
16.2104888827;64.8208
16.2121111049;65.26784
16.2137333271;65.26784
16.2153555494;65.26784
16.2169777716;65.26784
16.2185999938;65.26784
16.2202277716;65.26784
16.2218611049;65.71488
16.2234944382;65.71488
16.2251277716;65.71488
16.2267611049;65.71488
16.2283999938;65.71488
16.2300444382;66.16192
16.2316944382;66.16192
16.2333499938;66.60896
16.2350055494;66.60896
16.2366611049;66.60896
16.2383166605;66.60896
16.239972216;66.60896
16.2416277716;66.60896
16.2432833271;66.60896
16.2449388827;66.60896
16.2465944382;66.60896
16.2482555493;66.60896
16.249922216;67.056
16.2515888827;67.056
16.2532555493;67.056
16.254922216;67.056
16.2565888827;67.056
16.2582611049;67.056
16.2599388827;67.50304
16.2616166605;67.50304
16.2632944382;67.50304
16.264972216;67.50304
16.2666555493;67.50304
16.2683444382;67.95008
16.2700333271;67.95008
16.271722216;67.95008
16.2734111049;67.95008
16.2750999938;67.95008
16.2767944382;67.95008
16.2784944382;68.39712
16.2801944382;68.39712
16.2818944382;68.39712
16.2835944382;68.39712
16.2852944382;68.39712
16.2869999938;68.39712
16.2887111049;68.84416
16.290422216;68.84416
16.2921333271;68.84416
16.2938444382;68.84416
16.2955555493;68.84416
16.297272216;68.84416
16.2989944382;69.2912
16.3007166604;69.2912
16.3024388827;69.2912
16.3041611049;69.2912
16.3058833271;69.2912
16.3076055493;69.2912
16.3093333271;69.2912
16.3110666604;69.73824
16.3127999938;69.73824
16.3145333271;69.73824
16.3162666604;69.73824
16.3179999938;69.73824
16.3197333271;69.73824
16.3214666604;69.73824
16.3231999938;69.73824
16.3249333271;69.73824
16.3266666604;69.73824
16.3283999938;69.73824
16.3301333271;69.73824
16.3318666604;69.73824
16.3335999938;69.73824
16.3353388826;69.73824
16.3370833271;70.18528
16.3388277715;70.18528
16.340572216;70.18528
16.3423166604;70.18528
16.3440611049;70.18528
16.3458055493;70.18528
16.3475555493;70.18528
16.3493111049;70.63232
16.3510666604;70.63232
16.352822216;70.63232
16.3545777715;70.63232
16.3563388826;70.63232
16.3580999938;71.07936
16.3598555493;70.63232
16.3616166604;70.63232
16.3633833271;71.07936
16.3651499937;71.07936
16.3669166604;71.07936
16.3686833271;71.07936
16.3704499937;71.07936
16.3722166604;71.07936
16.3739833271;71.07936
16.3757499937;71.07936
16.3775166604;71.07936
16.3792888826;71.07936
16.3810666604;71.5264
16.3828444382;71.5264
16.384622216;71.5264
16.3863999937;71.5264
16.3881777715;71.5264
16.3899555493;71.5264
16.3917333271;71.5264
16.3935111048;71.5264
16.3952944382;71.5264
16.3970833271;71.97344
16.398872216;71.97344
16.4006611048;71.97344
16.4024499937;71.97344
16.4042388826;71.97344
16.4060277715;71.97344
16.4078166604;71.97344
16.4096055493;71.97344
16.4113944382;71.97344
16.4131833271;71.97344
16.414972216;71.97344
16.4167666604;71.97344
16.4185666604;72.42048
16.4203666604;72.42048
16.4221666604;72.42048
16.4239666604;72.42048
16.4257666604;72.42048
16.4275666604;72.42048
16.4293666604;72.42048
16.4311666604;72.42048
16.4329666604;72.42048
16.4347666604;72.42048
16.4365722159;72.42048
16.4383833271;72.86752
16.4401944382;72.86752
16.4420055493;72.86752
16.4438166604;72.86752
16.4456277715;72.86752
16.4474388826;72.86752
16.4492499937;72.86752
16.4510611048;72.86752
16.4528722159;72.86752
16.454683327;72.86752
16.4564944382;72.86752
16.4583111048;72.86752
16.4601277715;73.31456
16.4619444382;72.86752
16.4637666604;73.31456
16.4655888826;73.31456
16.4674111048;73.31456
16.469233327;73.31456
16.4710555493;73.31456
16.4728777715;73.31456
16.4746999937;73.31456
16.4765166604;73.31456
16.4783277715;72.86752
16.4801388826;72.86752
16.4819499937;72.86752
16.4837555493;72.86752
16.4855555493;72.42048
16.4873555493;72.42048
16.4891499937;72.42048
16.4909388826;71.97344
16.4927277715;71.97344
16.4945166604;71.97344
16.4963055493;71.97344
16.4980944381;71.97344
16.499883327;71.97344
16.5016722159;71.97344
16.5034611048;71.97344
16.5052499937;71.97344
16.5070388826;71.97344
16.5088277715;71.97344
16.5106166604;71.97344
16.5124055492;71.97344
16.5141944381;71.97344
16.515983327;71.97344
16.5177722159;71.97344
16.5195611048;71.97344
16.5213499937;71.97344
16.5231388826;71.97344
16.5249277715;71.97344
16.5267166604;71.97344
16.5285055492;71.97344
16.5302999937;71.97344
16.5320999937;72.42048
16.5338999937;72.42048
16.5356999937;72.42048
16.5374999937;72.42048
16.5392999937;72.42048
16.5410999937;72.42048
16.5428999937;72.42048
16.5446999937;72.42048
16.5464999937;72.42048
16.5483055492;72.42048
16.5501166603;72.86752
16.5519277715;72.86752
16.5537388826;72.86752
16.5555499937;72.86752
16.5573611048;72.86752
16.5591722159;72.86752
16.560983327;72.86752
16.5627944381;72.86752
16.5646055492;72.86752
16.5664166603;72.86752
16.5682277714;72.86752
16.5700444381;72.86752
16.5718666603;73.31456
16.5736888826;73.31456
16.5755055492;73.31456
16.5773111048;72.86752
16.5791111048;72.42048
16.5809055492;72.42048
16.5826944381;71.97344
16.584483327;71.97344
16.5862666603;71.97344
16.5880444381;71.5264
16.5898166603;71.5264
16.591583327;71.07936
16.5933444381;71.07936
16.5950944381;70.63232
16.596833327;70.18528
16.5985611048;69.73824
16.6002777714;69.2912
16.6019888825;68.84416
16.6036944381;68.84416
16.6053888825;68.39712
16.6070722159;67.95008
16.6087444381;67.50304
16.6104055492;67.056
16.6120555492;66.60896
16.6136944381;66.16192
16.6153222159;65.71488
16.6169388825;65.26784
16.6185499937;64.8208
16.6201555492;64.8208
16.6217499937;64.37376
16.623333327;63.92672
16.6249111048;63.47968
16.626483327;63.47968
16.6280444381;63.03264
16.6295944381;62.5856
16.6311388825;62.13856
16.6326777714;62.13856
16.6342055492;61.69152
16.6357222159;61.24448
16.6372277714;60.79744
16.6387222159;60.3504
16.6402055492;59.90336
16.6416777714;59.45632
16.6431444381;59.00928
16.6446055492;59.00928
16.6460555492;58.56224
16.6474944381;58.1152
16.6489222159;57.66816
16.6503388825;57.22112
16.6517444381;56.77408
16.6531388825;56.32704
16.6545222159;55.88
16.6558999936;55.43296
16.6572722159;55.43296
16.658633327;54.98592
16.659983327;54.53888
16.6613222159;54.09184
16.6626499936;53.6448
16.6639666603;53.19776
16.6652722159;52.75072
16.6665666603;52.30368
16.6678499936;51.85664
16.6691222159;51.4096
16.670383327;50.96256
16.671633327;50.51552
16.6728722159;50.06848
16.6741055492;49.62144
16.675333327;49.62144
16.6765499936;49.1744
16.6777555492;48.72736
16.6789499936;48.28032
16.6801388825;47.83328
16.6813222159;47.83328
16.6824944381;47.38624
16.6836555492;46.9392
16.6848055492;46.49216
16.6859444381;46.04512
16.6870722158;45.59808
16.6881888825;45.15104
16.6892944381;44.704
16.6903944381;44.25696
16.6914888825;44.25696
16.6925722158;43.80992
16.6936444381;43.36288
16.6947055492;42.91584
16.6957555492;42.4688
16.6967999936;42.02176
16.6978388825;42.02176
16.6988666603;41.57472
16.699883327;41.12768
16.7008888825;40.68064
16.7018888825;40.2336
16.702883327;40.2336
16.7038722158;39.78656
16.7048555492;39.78656
16.7058277714;39.33952
16.7067888825;38.89248
16.7077444381;38.44544
16.7086944381;38.44544
16.7096388825;37.9984
16.7105777714;37.9984
16.7115111047;37.55136
16.7124388825;37.55136
16.7133555492;37.10432
16.7142666603;36.65728
16.7151722158;36.65728
16.7160722158;36.21024
16.7169666603;36.21024
16.7178499936;35.7632
16.7187222158;35.31616
16.7195888825;34.86912
16.7204499936;34.86912
16.7212999936;34.42208
16.7221444381;33.97504
16.7229833269;33.97504
16.7238166603;33.528
16.7246444381;33.528
16.7254611047;33.08096
16.7262666603;32.63392
16.7270666603;32.18688
16.7278611047;32.18688
16.7286444381;31.73984
16.7294222158;31.2928
16.7301944381;31.2928
16.7309555492;30.84576
16.7317055492;30.39872
16.7324499936;29.95168
16.7331888825;29.95168
16.7339166603;29.50464
16.7346388825;29.0576
16.7353555492;29.0576
16.7360611047;28.61056
16.7367611047;28.16352
16.7374555492;28.16352
16.7381388825;27.71648
16.7388166603;27.26944
16.7394888825;27.26944
16.7401499936;26.8224
16.7408055492;26.37536
16.7414555492;26.37536
16.7420999936;25.92832
16.7427388825;25.92832
16.7433666603;25.48128
16.7439888825;25.03424
16.7446055492;25.03424
16.7452111047;24.5872
16.7458111047;24.14016
16.7464055492;24.14016
16.746994438;23.69312
16.7475777714;23.69312
16.7481555492;23.24608
16.7487277714;23.24608
16.7492888825;22.79904
16.749844438;22.352
16.750394438;22.352
16.7509388825;21.90496
16.7514833269;21.90496
16.7520277714;21.90496
16.7525666603;21.90496
16.753094438;21.45792
16.7536166603;21.01088
16.7541388825;21.01088
16.7546611047;21.01088
16.7551833269;21.01088
16.7556999936;21.01088
16.7562111047;20.56384
16.7567222158;20.56384
16.7572388825;20.56384
16.7577611047;21.01088
16.7582888825;21.01088
16.7588166603;21.45792
16.7593388825;21.01088
16.7598611047;21.01088
16.7603833269;21.01088
16.7609055492;21.01088
16.7614277714;21.01088
16.7619499936;21.01088
16.7624722158;21.01088
16.762994438;21.01088
16.7635222158;21.01088
16.7640611047;21.45792
16.7646111047;21.90496
16.7651722158;22.352
16.7657333269;22.79904
16.766294438;22.352
16.7668611047;22.79904
16.7674277714;22.79904
16.7679999936;22.79904
16.7685833269;23.24608
16.7691722158;23.69312
16.7697666603;23.69312
16.7703666603;24.14016
16.7709722158;24.14016
16.7715833269;24.5872
16.7721999936;24.5872
16.7728277714;25.03424
16.7734611047;25.48128
16.7740999936;25.48128
16.774744438;25.92832
16.775394438;25.92832
16.7760555491;26.37536
16.7767277714;26.8224
16.7774055491;27.26944
16.7780888825;27.26944
16.7787833269;27.71648
16.7794833269;28.16352
16.7801888825;28.16352
16.7809055491;28.61056
16.7816277714;29.0576
16.7823555491;29.0576
16.783094438;29.50464
16.7838333269;29.95168
16.7845722158;29.50464
16.7853166603;29.95168
16.7860666603;29.95168
16.7868222158;30.39872
16.7875833269;30.39872
16.7883555491;30.84576
16.7891333269;31.2928
16.7899166603;31.2928
16.7907055491;31.73984
16.791494438;31.73984
16.7922833269;31.73984
16.7930722158;31.73984
16.7938611047;31.73984
16.794644438;31.73984
16.7954222158;31.2928
16.7961999936;31.2928
16.7969777714;31.2928
16.7977555491;31.2928
16.7985333269;31.2928
16.7993166603;31.2928
16.8001111047;31.73984
16.8009111047;32.18688
16.8017166602;32.18688
16.8025277714;32.63392
16.803344438;32.63392
16.8041666602;33.08096
16.804994438;33.08096
16.8058277714;33.528
16.8066666602;33.528
16.8075166602;33.97504
16.8083722158;34.42208
16.8092333269;34.42208
16.8100999936;34.86912
16.8109666602;34.86912
16.8118388825;34.86912
16.8127222158;35.31616
16.8136111047;35.7632
16.8144999936;35.7632
16.8153888825;35.7632
16.8162777714;35.7632
16.8171666602;35.7632
16.8180555491;35.7632
16.818944438;35.7632
16.8198333269;35.7632
16.8207166602;35.7632
16.821594438;35.31616
16.8224722158;35.31616
16.8233499936;35.31616
16.8242277714;35.31616
16.8251111047;35.31616
16.8259999936;35.7632
16.8268888825;35.7632
16.8277777714;35.7632
16.8286722158;35.7632
16.8295722158;36.21024
16.8304777713;36.21024
16.8313888825;36.65728
16.8323055491;36.65728
16.8332277713;37.10432
16.8341555491;37.10432
16.8350888825;37.55136
16.8360222158;37.55136
16.8369611047;37.55136
16.8379055491;37.9984
16.8388555491;37.9984
16.8398111047;38.44544
16.8407722158;38.44544
16.8417388825;38.89248
16.8427111047;38.89248
16.8436888825;39.33952
16.8446722158;39.33952
16.8456611047;39.78656
16.8466555491;39.78656
16.8476611047;40.2336
16.8486722158;40.68064
16.8496833269;40.68064
16.850694438;40.68064
16.8517111047;40.68064
16.8527388825;41.12768
16.8537777713;41.57472
16.8548222158;42.02176
16.8558722158;42.02176
16.8569277713;42.4688
16.8579833269;42.4688
16.859044438;42.4688
16.8601166602;42.91584
16.8611999936;43.36288
16.8622888824;43.80992
16.8633777713;43.80992
16.8644722158;43.80992
16.8655777713;44.25696
16.8666888824;44.704
16.8678055491;44.704
16.8689277713;45.15104
16.8700555491;45.15104
16.871194438;45.59808
16.8723388824;46.04512
16.8734833269;46.04512
16.8746333269;46.04512
16.8757888824;46.49216
16.8769499936;46.49216
16.8781222158;46.9392
16.8792999936;47.38624
16.8804777713;47.38624
16.8816611047;47.38624
16.8828499936;47.83328
16.8840388824;47.83328
16.8852277713;47.83328
16.8864222158;47.83328
16.8876222158;48.28032
16.8888277713;48.28032
16.8900388824;48.72736
16.8912555491;48.72736
16.8924777713;49.1744
16.8937055491;49.1744
16.8949388824;49.62144
16.8961777713;49.62144
16.8974222158;50.06848
16.8986722158;50.06848
16.8999277713;50.51552
16.9011833269;50.51552
16.902444438;50.51552
16.9037111047;50.96256
16.9049833269;50.96256
16.9062611047;51.4096
16.907544438;51.4096
16.9088333269;51.85664
16.9101277713;51.85664
16.9114277713;52.30368
16.9127277713;52.30368
16.9140333269;52.30368
16.915344438;52.75072
16.9166611046;52.75072
16.9179833269;53.19776
16.9193111046;53.19776
16.920644438;53.6448
16.9219777713;53.6448
16.9233111046;53.6448
16.9246499935;53.6448
16.925994438;54.09184
16.9273388824;54.09184
16.9286888824;54.09184
16.930044438;54.53888
16.9313999935;54.53888
16.9327611046;54.53888
16.9341277713;54.98592
16.935494438;54.98592
16.9368611046;54.98592
16.9382333269;54.98592
16.9396111046;55.43296
16.9409888824;55.43296
16.9423722158;55.43296
16.9437611046;55.88
16.9451499935;55.88
16.946544438;55.88
16.947944438;56.32704
16.949344438;56.32704
16.950744438;56.32704
16.9521499935;56.32704
16.9535611046;56.77408
16.9549722157;56.77408
16.9563833269;56.77408
16.957794438;56.77408
16.9592055491;56.77408
16.9606166602;56.77408
16.9620277713;56.77408
16.9634388824;56.77408
16.9648555491;56.77408
16.9662777713;57.22112
16.9676999935;57.22112
16.9691222157;57.22112
16.970544438;57.22112
16.9719722157;57.22112
16.9734055491;57.66816
16.9748388824;57.66816
16.9762777713;57.66816
16.9777222157;58.1152
16.9791666602;58.1152
16.9806166602;58.1152
16.9820666602;58.56224
16.9835166602;58.1152
16.9849722157;58.56224
16.9864333268;58.56224
16.9878999935;59.00928
16.9893666602;59.00928
16.9908333268;59.00928
16.9922999935;59.00928
16.9937722157;59.00928
16.9952499935;59.45632
16.9967333268;59.45632
16.9982222157;59.90336
16.9997111046;59.90336
17.0011999935;59.90336
17.0026888824;59.90336
17.0041777713;59.90336
17.0056722157;59.90336
17.0071722157;60.3504
17.0086777713;60.3504
17.0101888824;60.79744
17.0116999935;60.79744
17.0132111046;60.79744
17.0147277713;60.79744
17.0162499935;61.24448
17.0177722157;61.24448
17.0192999935;61.24448
17.0208333268;61.69152
17.0223666602;61.69152
17.0238999935;61.69152
17.0254333268;61.69152
17.0269722157;61.69152
17.0285166602;62.13856
17.0300611046;62.13856
17.0316111046;62.13856
17.0331666602;62.5856
17.0347222157;62.5856
17.0362777713;62.5856
17.0378388824;62.5856
17.039405549;63.03264
17.0409722157;63.03264
17.0425388824;63.03264
17.044105549;63.03264
17.0456777713;63.03264
17.047255549;63.47968
17.0488333268;63.47968
17.0504111046;63.47968
17.0519944379;63.47968
17.0535833268;63.92672
17.0551722157;63.92672
17.0567611046;63.92672
17.058355549;63.92672
17.059955549;64.37376
17.061555549;64.37376
17.063155549;64.37376
17.064755549;64.37376
17.0663611046;64.37376
17.0679722157;64.8208
17.0695833268;64.8208
17.0711944379;64.8208
17.0728111046;64.8208
17.0744333268;65.26784
17.076055549;65.26784
17.0776777713;65.26784
17.079305549;65.26784
17.0809333268;65.71488
17.0825611046;65.26784
17.0841944379;65.71488
17.0858333268;65.71488
17.0874777713;66.16192
17.0891277713;66.16192
17.0907833268;66.60896
17.0924388824;66.60896
17.0940944379;66.60896
17.0957499935;66.60896
17.097405549;66.60896
17.0990611046;66.60896
17.1007166601;66.60896
17.1023722157;66.60896
17.1040277712;66.60896
17.1056833268;66.60896
17.1073388824;66.60896
17.1089999935;66.60896
17.1106666601;67.056
17.1123333268;67.056
17.1139999935;67.056
17.1156666601;67.056
17.1173388824;67.056
17.1190166601;67.50304
17.1206944379;67.50304
17.1223722157;67.50304
17.1240499935;67.50304
